tagId,tagName
722,Dorothy
723,Toto
724,Civil War
725,television
726,movies
727,Rosebud
728,Hal
729,Mrs. DeWinter
730,Europe
731,war
732,amnesia
733,Cold War
734,Russia
735,swashbuckler
736,Shangri-La
737,Astaire and Rogers
738,butler
739,homeless
740,screwball
741,oil
742,Nick and Nora Charles
743,Politics
744,leopard
745,fugitive
746,missionary
747,Tennessee Williams
748,Hemingway
749,food
750,King Arthur
751,nanny
752,Rogers and Hammerstein
753,Music
754,anti-Semitism
755,governess
756,fish
757,Bible
758,religion
759,1920s
760,gangsters
761,dance
762,1960s
763,Jim Morrison
764,Navy
765,1950s
766,aging
767,Clousseau
768,boxing
769,I am your father
770,Inigo Montoya
771,six-fingered man
772,ark of the covenant
773,spaghetti western
774,Middle East
775,brainwashing
776,Harper Lee
777,ferris wheel
778,Venice
779,zither
780,Norman Bates
781,Saturday Night Live
782,Mozart
783,Salieri
784,New York
785,The Entertainer
786,May-December romance
787,death
788,Shakespeare sort of
789,Simon and Garfunkel
790,POW
791,incest
792,Cold
793,skiing
794,Nazis
795,gunfight
796,Hammett
797,heavy metal
798,mockumentary
799,Holy Grail
800,E. M. Forster
801,baseball
802,birds
803,lawyer
804,prom
805,vampires
806,demons
807,personals ads
808,Borg
809,ex-con
810,Arthur Miller
811,Klingons
812,Captain Kirk
813,whales
814,Shark
815,shark
816,sports
817,spying
818,slasher
819,Hawkeye
820,James Fennimore Cooper
821,Conan
822,Andrew Lloyd Weber
823,jungle
824,Tolstoy
825,reunion
826,ballroom dance
827,dinosaurs
828,transplants
829,Police
830,1970s
831,Queen Victoria
832,lawyers
833,Henry James
834,Amish
835,alternate universe
836,Savannah
837,Canada
838,shipwreck
839,Charles Dickens
840,1980s
841,No DVD at Netflix
842,conspiracy
843,ships
844,Judaism
845,Huey Long
846,Robert Penn Warren
847,coulda been a contender
848,Gangs
849,Dickens
850,Olympics
851,China
852,autism
853,rasicm
854,Jason
855,halloween
856,California
857,Mexico
858,Katzanzakis
859,General Motors
860,Michigan
861,suburbia
862,carnival
863,Ray Bradbury
864,mermaid
865,weather forecaster
866,S.E. Hinton
867,Tolkein
868,mice
869,aquarium
870,Boston
871,Capone
872,small towns
873,train
874,In Your Eyes
875,Lloyd Dobbler
876,freaks
877,Broadway
878,South America
879,Moses
880,e-mail
881,doctors
882,Hungary
883,stapler
884,workplace
885,evil children
886,Siam
887,southern US
888,golfing
889,virtual reality
890,motherhood
891,prequel
892,the Force
893,alternate endings
894,Star Trek
895,spiders
896,claims to be true
897,video
898,Ghosts
899,crucifixion
900,slavery
901,Missionary
902,Priest
903,nostalgia
904,I see dead people
905,aviation
906,Beatles
907,river
908,Academy award (Best Supporting Actress)
909,Indonesia
910,nightclub
911,island
912,brothers
913,lawn mower
914,live action/animation
915,tobacco
916,dance marathon
917,class
918,camp
919,Up series
920,Ichabod Crane
921,new york
922,depression
923,dust bowl
924,Graham Greene
925,fatherhood
926,black-and-white
927,L.A.
928,Andy Kaufman
929,a dingo ate my baby
930,nuns
931,plastic surgery
932,E.M. Forster
933,figure skating
934,big top
935,circus
936,blind
937,orphans
938,subway
939,Peace Corp
940,scandal
941,college
942,TOGA
943,aardman
944,Insurance
945,Pearl S Buck
946,Hepburn and Tracy
947,interracial marriage
948,prejudice
949,factory
950,pool
951,evolution
952,Nick Hornby
953,Peter Pan
954,families
955,psychiatrist
956,rabbi
957,Gambling
958,suicide
959,business
960,Pee Wee Herman
961,mining
962,missing children
963,diabetes
964,televangelist
965,Rolling Stone
966,blindness
967,Dogs
968,invisibility
969,ballet
970,Dr. Seuss
971,china
972,stand-up comedy
973,pageant
974,bluegrass
975,Quakers
976,psychopaths
977,reality TV
978,Eugene O'Neill
979,preacher
980,virginity
981,Hannibal Lecter
982,von Bulow
983,Backwards. memory
984,singletons
985,Nabokov
986,Union
987,fairy tales
988,Strangers on a Train
989,accident
990,rape
991,immigrants
992,hippies
993,prodigies
994,Nuclear disaster
995,union
996,Loretta Lynn
997,Tradition!
998,Wizards
999,singers
1000,whimsical
1001,Agatha Christie
1002,Ghost
1003,Dumas
1004,books
1005,sisterhood
1006,women
1007,Oscar Wilde
1008,younger men
1009,AS Byatt
1010,photography
1011,bombs
1012,Lou Gehrig
1013,violence in america
1014,pudding
1015,made me cry
1016,World War I
1017,art
1018,teenagers
1019,salute to Douglas Sirk
1020,music business
1021,short films
1022,jazz
1023,planes
1024,doll
1025,Chile
1026,Stephen Crane
1027,Day and Hudson
1028,Stones of Summer
1029,soccer
1030,animal movie
1031,lions
1032,Big Brothers
1033,gangs
1034,Titanic
1035,spelling bee
1036,Jean Grey
1037,Magneto
1038,Rogue
1039,Wolverine
1040,teachers
1041,trains
1042,retro
1043,They Might Be Giants
1044,child abuse
1045,Ninotchka remake
1046,Tokyo
1047,Dodie Smith
1048,flood
1049,immigration
1050,Othello
1051,cancer
1052,road trip
1053,multiple roles
1054,FBI
1055,terminal illness
1056,con men
1057,vertriloquism
1058,matchmaker
1059,vampire
1060,biking
1061,Lonesome Polecat
1062,Watergate
1063,Food
1064,domestic violence
1065,werewolf
1066,Thanksgiving
1067,Rita Hayworth can dance!
1068,rap
1069,saint
1070,good and evil
1071,Scott Turow
1072,cattle drive
1073,Marx brothers
1074,opera
1075,real estate
1076,Charlotte Bronte
1077,truckers
1078,mountain climbing
1079,Grace
1080,multiple personalities
1081,deaf
1082,space station
1083,MacBeth
1084,Amtrak
1085,Homeless
1086,independent
1087,Sundance award winner
1088,Train
1089,Van Gogh
1090,Not available from Netflix
1091,Anne Boleyn
1092,Clock
1093,Prince
1094,convent
1095,ogres
1096,deafness
1097,McDonalds
1098,Doc Ock
1099,Cole Porter
1100,Stand Up
1101,Oscar (Best Supporting Actress)
1102,parenthood
1103,stage
1104,wine
1105,abortion
1106,Hearst
1107,gold
1108,mirrors
1109,donkey
1110,saints
1111,camels
1112,genocide
1113,roald dahl
1114,Howard Hughes
1115,busniess
1116,06 Oscar Nominated Best Movie - Animation
1117,parrots
1118,money
1119,hip hop
1120,Firefly
1121,bears
1122,Truman Capote
1123,McCarthy hearings
1124,Morrow
1125,Johnny Cash
1126,villain nonexistent or not needed for good story
1127,stop looking at me swan
1128,androids
1129,Philip K. Dick
1130,Scifi masterpiece
1131,drama
1132,Michael Bay
1133,GIVE ME BACK MY SON!
1134,It was melodramatic and kind of dumb
1135,Mel Gibson
1136,James Stewart
1137,photographer
1138,eerie
1139,neo-noir
1140,George Lucas
1141,Harrison Ford
1142,original plot
1143,anti-war
1144,visually stunning
1145,cameo:Whoopi Goldberg
1146,best comedy
1147,Chris Klein
1148,dumb
1149,Jason Biggs
1150,not funny
1151,pizza beer
1152,Seann William Scott
1153,teen
1154,dialogue
1155,guns
1156,Jesse Ventura
1157,macho
1158,comics
1159,father-son relationship
1160,unique
1161,creativity
1162,free to download
1163,imagination
1164,no dialogue
1165,mental hospital
1166,Well Done
1167,crappy sequel
1168,first was much better
1169,love
1170,M. Night Shyamalan
1171,big budget
1172,Halle Berry
1173,bad
1174,disappointing
1175,faerie tale
1176,fairy tale
1177,far fetched
1178,Paul Giamatti
1179,costume drama
1180,Edward Norton
1181,magic
1182,Michael Cera
1183,nerds
1184,self discovery
1185,shenanigans
1186,alone in the world
1187,last man on earth
1188,notable soundtrack
1189,teenage pregnancy
1190,Colin Farrell
1191,Ralph Fiennes
1192,movies about movies
1193,Coen Bros
1194,George Clooney
1195,John Malkovich
1196,twists & turns
1197,weird
1198,2D animation
1199,joss whedon
1200,Nathan Fillion
1201,Neil Patrick Harris
1202,Andy Samberg
1203,bromantic
1204,Jaime Pressly
1205,Jason Segel
1206,masculinity
1207,2001-like
1208,Sci-fi
1209,solitude
1210,too many characters
1211,lack of development
1212,lack of story
1213,quick cuts
1214,Simon Pegg
1215,space travel
1216,FIGHTING THE SYSTEM
1217,franchise
1218,new composer
1219,Recap
1220,needed more autobots
1221,ridiculous
1222,Shia LaBeouf
1223,stop using useless characters for filler
1224,artistic
1225,Funny
1226,inspiring
1227,intelligent
1228,Zooey Deschanel
1229,intelligent sci-fi
1230,bad humor
1231,bad science
1232,futuristic
1233,graphic design
1234,James Cameron
1235,poor dialogue
1236,superficial plot
1237,unoriginal
1238,white guilt
1239,geeky
1240,video games
1241,male nudity
1242,action choreography
1243,Horrid characterisation
1244,Poor plot development
1245,passion
1246,purity of essence
1247,Slim Pickens
1248,Deep Throat
1249,Dan Aykroyd
1250,enjoyable
1251,bubba gump shrimp
1252,lieutenant dan
1253,stupid is as stupid does
1254,biography
1255,philosophy
1256,post apocalyptic
1257,depressing
1258,cheating
1259,lies
1260,smart
1261,memory loss
1262,sad
1263,Denzel Washington
1264,robbery
1265,small time criminals
1266,casino
1267,hotel
1268,Las Vegas
1269,complicated
1270,dead wife
1271,intellectual
1272,too much love interest
1273,economics
1274,investor corruption
1275,truth
1276,Captain America
1277,silly
1278,superhero team
1279,bank
1280,big corporations
1281,financial crisis
1282,Kevin Spacey
1283,realistic
1284,Wall Street
1285,interesting scenario
1286,cia
1287,Thrilling
1288,cliche characters
1289,long shots
1290,Simple
1291,slow action
1292,hostage
1293,ocean
1294,Stock Market
1295,fun
1296,off-beat comedy
1297,bittersweet
1298,heartwarming
1299,touching
1300,existentialism
1301,philosophical
1302,Quirky
1303,confrontational
1304,earnest
1305,great screenplay
1306,gritty
1307,Motivational
1308,cerebral
1309,reflective
1310,chilly
1311,menacing
1312,oninous
1313,avant-garde romantic comedy
1314,elegiac
1315,melancholy
1316,wry
1317,artsy
1318,enigmatic
1319,beautiful
1320,Heartwarming
1321,poignant
1322,tear jerker
1323,tearjerking
1324,gentle
1325,lyrical
1326,downbeat
1327,crazy
1328,great cinematography
1329,easygoing
1330,art house
1331,cryptic
1332,fucked up
1333,gruesome
1334,Insane
1335,strange
1336,somber
1337,Beautiful
1338,dreamy
1339,elegant
1340,heartbreaking
1341,intimate
1342,loneliness
1343,long takes
1344,longing
1345,melancholic
1346,moody
1347,nocturnal
1348,romantic
1349,Unique
1350,"""artsy"""
1351,anger
1352,awkward
1353,symbolism
1354,unconventional
1355,wistful
1356,grim
1357,tragedy
1358,tragic
1359,Depressing
1360,meditative
1361,purposefulness
1362,bleak
1363,harsh
1364,haunting
1365,inhumane
1366,arthouse
1367,colourful
1368,happpiness
1369,humane
1370,insightful
1371,lovely
1372,mind-bending
1373,quirky romantic
1374,surrealism
1375,symbolic
1376,bizarre
1377,twisted
1378,trippy
1379,character study
1380,intense
1381,abstract
1382,great humor
1383,beautiful cinematography
1384,beautifully filmed
1385,philosopical
1386,fatalistic
1387,cheeky
1388,colorful
1389,imaginative
1390,bad dialogue
1391,philosophical issues
1392,adorable
1393,Eccentric
1394,introspection
1395,Great Visuals
1396,unlikely hero
1397,bizzare
1398,slick
1399,Dark
1400,Sad
1401,Visually appealing
1402,understated
1403,Visually Striking
1404,tension
1405,Moving
1406,contemplative
1407,Witty
1408,Existential
1409,nightmare
1410,beautiful visuals
1411,Cerebral
1412,good cinematography
1413,predictible plot
1414,Suspenseful
1415,brilliant
1416,allegorical
1417,uncomfortable
1418,unsettling
1419,bad music
1420,Sinbad
1421,seen at the cinema
1422,Not Seen
1423,good
1424,really bad
1425,Great movie
1426,Wesley Snipes
1427,not seen
1428,BEST PICTURE
1429,steve carell
1430,HORRIBLE ACTING
1431,assassins
1432,awkward romance
1433,French
1434,Gary Oldman
1435,great acting
1436,Guns
1437,Lolita theme
1438,Luc Besson
1439,Natalie Portman
1440,police corruption
1441,1990s
1442,achronological
1443,action packed
1444,aggressive
1445,amazing
1446,amazing dialogues
1447,anthology
1448,AWESOME
1449,bad ass
1450,bad language
1451,bad-ass
1452,bible
1453,biblical references
1454,big boys with guns
1455,big name actors
1456,Black comedy
1457,black humor
1458,black humour
1459,blood
1460,blood splatters
1461,bruce willis
1462,casual violence
1463,character development
1464,classic movie
1465,coke
1466,conversation
1467,cool
1468,cool style
1469,crime scene scrubbing
1470,cult classic
1471,dancing
1472,different
1473,diner
1474,disjointed timeline
1475,drug overdose
1476,drugs & music
1477,entertaining
1478,entirely dialogue
1479,episodic
1480,exciting
1481,fast paced
1482,fast-paced
1483,film noir
1484,film-noir
1485,foul language
1486,genius
1487,golden watch
1488,good music
1489,gore
1490,great dialogue
1491,Harvey Keitel
1492,homosexuality
1493,humour
1494,iconic
1495,innovative
1496,intertwining storylines
1497,interwoven storylines
1498,irony
1499,John Travolta
1500,killer-as-protagonist
1501,los angeles
1502,meaningless violence
1503,milkshake
1504,mobster
1505,mobsters
1506,monologue
1507,motherfucker
1508,multiple stories
1509,noir
1510,non-linear timeline
1511,nonlinear narrative
1512,nonlinear storyline
1513,nonlinear timeline
1514,organised crime
1515,out of order
1516,Palme d'Or
1517,pop culture references
1518,pulp
1519,Quotable
1520,r:disturbing violent content including rape
1521,r:disturbing violent images
1522,r:graphic sexuality
1523,r:some violence
1524,r:strong bloody violence
1525,r:strong language
1526,r:sustained strong stylized violence
1527,r:violence
1528,random
1529,Roger Avary
1530,royal with cheese
1531,sexy
1532,smart writing
1533,sophisticated
1534,splatter
1535,storytelling
1536,travolta
1537,Uma Thurman
1538,unpredictable
1539,unusual
1540,apes
1541,Arthur C. Clarke
1542,computer
1543,confusing ending
1544,Dull
1545,Oscar (Best Effects - Visual Effects)
1546,relaxing
1547,revolutionary
1548,setting:space/space ship
1549,slow
1550,slow paced
1551,spacecraft
1552,superb soundtrack
1553,technology
1554,tedious
1555,visual
1556,bowling
1557,coen brothers
1558,Cult classic
1559,deadpan
1560,John Goodman
1561,Julianne Moore
1562,marijuana
1563,Philip Seymour Hoffman
1564,ransom
1565,rug
1566,satirical
1567,challenging
1568,Chuck Palahniuk
1569,consumerism
1570,David Fincher
1571,double life
1572,fighting
1573,imaginary friend
1574,mind-blowing
1575,Nudity (Topless)
1576,Palahnuik
1577,postmodern
1578,psychological thriller
1579,societal criticism
1580,TERRORISM
1581,British
1582,Romans
1583,70mm
1584,for katie
1585,austere
1586,gun fu
1587,heroic bloodshed
1588,Heroic Bloodshed
