movieId,movieTitle,movieAlias,releaseDate,imdbId,tmdbId
129,Pie in the Sky,,1996,114131.0,110972.0
132,Jade,,1995,113451.0,11863.0
135,Down Periscope,,1996,116130.0,9101.0
137,Man of the Year,,1995,113756.0,5757.0
140,Up Close and Personal,,1996,118055.0,9302.0
141,The Birdcage,,1996,115685.0,11000.0
144,The Brothers McMullen,,1995,112585.0,16388.0
145,Bad Boys,,1995,112442.0,9737.0
146,The Amazing Panda Adventure,,1995,112342.0,30765.0
147,The Basketball Diaries,,1995,112461.0,10474.0
148,An Awfully Big Adventure,,1995,112427.0,22279.0
149,Amateur,,1994,109093.0,30157.0
150,Apollo 13,,1995,112384.0,568.0
151,Rob Roy,,1995,114287.0,11780.0
152,The Addiction,,1995,112288.0,34996.0
153,Batman Forever,,1995,112462.0,414.0
154,Beauty of the Day,Belle de jour ,1967,61395.0,649.0
155,Beyond Rangoon,,1995,112495.0,1873.0
156,Blue in the Face,,1995,112541.0,5894.0
157,Canadian Bacon,,1995,109370.0,1775.0
158,Casper,,1995,112642.0,8839.0
159,Clockers,,1995,112688.0,20649.0
160,Congo,,1995,112715.0,10329.0
161,Crimson Tide,,1995,112740.0,8963.0
162,Crumb,,1994,109508.0,26564.0
163,Desperado,,1995,112851.0,8068.0
164,Devil in a Blue Dress,,1995,112857.0,8512.0
165,Die Hard: With a Vengeance,,1995,112864.0,1572.0
166,The Doom Generation,,1995,112887.0,13552.0
168,First Knight,,1995,113071.0,6520.0
169,Free Willy 2: The Adventure Home,,1995,113114.0,9073.0
170,Hackers,,1995,113243.0,10428.0
171,Jeffrey,,1995,113464.0,17447.0
172,Johnny Mnemonic,,1995,113481.0,9886.0
173,Judge Dredd,,1995,113492.0,9482.0
174,Jury Duty,,1995,113500.0,19326.0
175,Kids,,1995,113540.0,9344.0
176,Living in Oblivion,,1995,113677.0,9071.0
177,Lord of Illusions,,1995,113690.0,8973.0
178,Love & Human Remains,,1993,107447.0,15730.0
179,Mad Love,,1995,113729.0,47608.0
180,Mallrats,,1995,113749.0,2293.0
181,Mighty Morphin Power Rangers: The Movie,,1995,113820.0,9070.0
183,Mute Witness,,1994,110604.0,48787.0
184,Nadja,,1994,110620.0,34574.0
185,The Net,,1995,113957.0,1642.0
186,Nine Months,,1995,113986.0,11472.0
187,Party Girl,,1995,114095.0,36196.0
188,The Prophecy,,1995,114194.0,11980.0
189,Reckless,,1995,114241.0,58372.0
190,Safe,,1995,114323.0,32646.0
191,The Scarlet Letter,,1995,114345.0,10533.0
193,Showgirls,,1995,114436.0,10802.0
194,Smoke,,1995,114478.0,10149.0
195,Something to Talk About,,1995,114496.0,18402.0
196,Species,,1995,114508.0,9348.0
198,Strange Days,,1995,114558.0,281.0
199,The Umbrellas of Cherbourg,"Parapluies de Cherbourg, Les ",1964,58450.0,5967.0
201,Three Wishes,,1995,114663.0,47939.0
202,Total Eclipse,,1995,114702.0,36834.0
203,Thanks for Everything! Julie Newmar To Wong Foo,,1995,114682.0,9090.0
204,Under Siege 2: Dark Territory,,1995,114781.0,3512.0
205,Unstrung Heroes,,1995,114798.0,52856.0
206,Unzipped,,1995,114805.0,77350.0
207,A Walk in the Clouds,,1995,114887.0,9560.0
208,Waterworld,,1995,114898.0,9804.0
209,White Man's Burden,,1995,114928.0,31611.0
210,Wild Bill,,1995,114938.0,65796.0
211,The Browning Version,,1994,109340.0,49805.0
212,Bushwhacked,,1995,112602.0,26258.0
213,Burnt by the Sun,Utomlyonnye solntsem ,1994,111579.0,50797.0
214,Before the Rain,Pred dozhdot ,1994,110882.0,19155.0
215,Before Sunrise,,1995,112471.0,76.0
216,Billy Madison,,1995,112508.0,11017.0
217,The Babysitter,,1995,112438.0,37141.0
218,Boys on the Side,,1995,112571.0,9382.0
219,The Cure,,1995,112757.0,6715.0
220,Castle Freak,,1995,112643.0,18256.0
222,Circle of Friends,,1995,112679.0,22625.0
223,Clerks,,1994,109445.0,2292.0
224,Don Juan DeMarco,,1995,112883.0,1909.0
225,Disclosure,,1994,109635.0,8984.0
227,Drop Zone,,1994,109676.0,4954.0
228,Destiny Turns on the Radio,,1995,112854.0,62488.0
229,Death and the Maiden,,1994,109579.0,10531.0
230,Dolores Claiborne,,1995,109642.0,11929.0
231,Dumb & Dumber,Dumb and Dumber ,1994,109686.0,8467.0
232,Eat Drink Man Woman,Yin shi nan nu ,1994,111797.0,10451.0
233,Exotica,,1994,109759.0,20156.0
234,Exit to Eden,,1994,109758.0,18395.0
235,Ed Wood,,1994,109707.0,522.0
236,French Kiss,,1995,113117.0,397.0
237,Forget Paris,,1995,113097.0,10525.0
238,Far From Home: The Adventures of Yellow Dog,,1995,113028.0,27985.0
239,A Goofy Movie,,1995,113198.0,15789.0
240,Hideaway,,1995,113303.0,27303.0
241,Fluke,,1995,113089.0,21183.0
242,Farinelli: il castrato,,1994,109771.0,10954.0
243,Gordy,,1995,113199.0,47867.0
246,Hoop Dreams,,1994,110057.0,14275.0
247,Heavenly Creatures,,1994,110005.0,1024.0
248,Houseguest,,1994,110066.0,17207.0
249,Immortal Beloved,,1994,110116.0,13701.0
250,Heavyweights,Heavy Weights ,1995,110006.0,14819.0
251,The Hunted,,1995,113360.0,32631.0
252,I.Q.,,1994,110099.0,11777.0
253,Interview with the Vampire: The Vampire Chronicles,,1994,110148.0,628.0
254,Jefferson in Paris,,1995,113463.0,87729.0
255,The Jerky Boys,,1995,110189.0,18713.0
256,Junior,,1994,110216.0,6280.0
257,Just Cause,,1995,113501.0,9061.0
258,A Kid in King Arthur's Court,,1995,113538.0,37108.0
259,Kiss of Death,,1995,113552.0,6071.0
260,Star Wars: Episode IV - A New Hope,,1977,76759.0,11.0
261,Little Women,,1994,110367.0,9587.0
262,A Little Princess,,1995,113670.0,19101.0
263,Ladybird Ladybird,,1994,110296.0,49980.0
265,Like Water for Chocolate,Como agua para chocolate ,1992,103994.0,18183.0
266,Legends of the Fall,,1994,110322.0,4476.0
267,Major Payne,,1995,110443.0,11008.0
269,My Crazy Life,Mi vida loca ,1993,107566.0,32325.0
270,Love Affair,,1994,110391.0,43742.0
271,Losing Isaiah,,1995,113691.0,28313.0
272,The Madness of King George,,1994,110428.0,11318.0
273,Mary Shelley's Frankenstein,Frankenstein ,1994,109836.0,3036.0
274,Man of the House,,1995,113755.0,40490.0
275,Mixed Nuts,,1994,110538.0,24070.0
276,Milk Money,,1994,110516.0,8986.0
277,Miracle on 34th Street,,1994,110527.0,10510.0
278,Miami Rhapsody,,1995,113808.0,17402.0
279,My Family,,1995,113896.0,38722.0
280,Murder in the First,,1995,113870.0,8438.0
281,Nobody's Fool,,1994,110684.0,11593.0
282,Nell,,1994,110638.0,1945.0
283,New Jersey Drive,,1995,113967.0,39310.0
284,New York Cop,Nyû Yôku no koppu ,1993,117169.0,109560.0
285,Beyond Bedlam,,1993,106402.0,56428.0
287,Nina Takes a Lover,,1994,110671.0,131957.0
288,Natural Born Killers,,1994,110632.0,241.0
289,Only You,,1994,110737.0,9058.0
290,Once Were Warriors,,1994,110729.0,527.0
291,Poison Ivy II,,1996,114151.0,18220.0
292,Outbreak,,1995,114069.0,6950.0
293,Léon: The Professional,a.k.a. The Professional ,Léon ,110413.0,101.0
294,The Perez Family,,1995,114113.0,63020.0
295,A Pyromaniac's Love Story,,1995,114210.0,2307.0
296,Pulp Fiction,,1994,110912.0,680.0
298,Pushing Hands,Tui shou ,1992,105652.0,25296.0
299,Priest,,1994,110889.0,40156.0
300,Quiz Show,,1994,110932.0,11450.0
301,Picture Bride,Bijo photo ,1994,114129.0,30304.0
302,Queen Margot,"Reine Margot, La ",1994,110963.0,10452.0
303,The Quick and the Dead,,1995,114214.0,12106.0
304,Roommates,,1995,114296.0,161495.0
305,Ready to Wear,Pret-A-Porter ,1994,110907.0,3586.0
306,Three Colors: Red,Trois couleurs: Rouge ,1994,111495.0,110.0
307,Three Colors: Blue,Trois couleurs: Bleu ,1993,108394.0,108.0
308,Three Colors: White,Trzy kolory: Bialy ,1994,111507.0,109.0
310,Rent-a-Kid,,1995,114268.0,36357.0
311,Relative Fear,,1994,110965.0,92769.0
312,Stuart Saves His Family,,1995,114571.0,28033.0
313,The Swan Princess,,1994,111333.0,22586.0
314,The Secret of Roan Inish,,1994,111112.0,14334.0
315,The Specialist,,1994,111255.0,2636.0
316,Stargate,,1994,111282.0,2164.0
317,The Santa Clause,,1994,111070.0,11395.0
318,The Shawshank Redemption,,1994,111161.0,278.0
319,Shallow Grave,,1994,111149.0,9905.0
320,Suture,,1993,108260.0,87078.0
321,Strawberry and Chocolate,Fresa y chocolate ,1993,106966.0,12527.0
322,Swimming with Sharks,,1995,114594.0,20306.0
324,The Sum of Us,,1994,111309.0,36614.0
325,National Lampoon's Senior Trip,,1995,113936.0,27993.0
326,To Live,Huozhe ,1994,110081.0,31439.0
327,Tank Girl,,1995,114614.0,9067.0
328,Tales from the Crypt Presents: Demon Knight,,1995,114608.0,9059.0
329,Star Trek: Generations,,1994,111280.0,193.0
330,Tales from the Hood,,1995,114609.0,25066.0
331,Tom & Viv,,1994,111454.0,46797.0
332,Village of the Damned,,1995,114852.0,12122.0
333,Tommy Boy,,1995,114694.0,11381.0
334,Vanya on 42nd Street,,1994,111590.0,32636.0
335,Underneath,,1995,114788.0,36141.0
336,The Walking Dead,,1995,114888.0,95963.0
337,What's Eating Gilbert Grape,,1993,108550.0,1587.0
338,Virtuosity,,1995,114857.0,9271.0
339,While You Were Sleeping,,1995,114924.0,2064.0
340,The War,,1994,111667.0,19855.0
341,Double Happiness,,1994,109655.0,60855.0
342,Muriel's Wedding,,1994,110598.0,236.0
343,The Baby-Sitters Club,,1995,112435.0,48287.0
344,Ace Ventura: Pet Detective,,1994,109040.0,3049.0
345,The  Queen of the Desert Adventures of Priscilla,,1994,109045.0,2759.0
346,Backbeat,,1993,106339.0,12635.0
347,Bitter Moon,,1992,104779.0,10497.0
348,Bullets Over Broadway,,1994,109348.0,11382.0
349,Clear and Present Danger,,1994,109444.0,9331.0
350,The Client,,1994,109446.0,10731.0
351,Corrina Corrina,,1994,109484.0,10464.0
352,Crooklyn,,1994,109504.0,34152.0
353,The Crow,,1994,109506.0,9495.0
354,Cobb,,1994,109450.0,29973.0
355,The Flintstones,,1994,109813.0,888.0
356,Forrest Gump,,1994,109830.0,13.0
357,Four Weddings and a Funeral,,1994,109831.0,712.0
358,Higher Learning,,1995,113305.0,16295.0
359,I Like It Like That,,1994,110091.0,48992.0
360,I Love Trouble,,1994,110093.0,10879.0
361,It Could Happen to You,,1994,110167.0,10660.0
362,The Jungle Book,,1994,110213.0,10714.0
363,The  Horrible Life of Leni Riefenstahl Wonderful,"Macht der Bilder: Leni Riefenstahl, Die ",1993,107472.0,41647.0
364,The Lion King,,1994,110357.0,8587.0
365,Little Buddha,,1993,107426.0,1689.0
366,Wes Craven's New Nightmare,"Nightmare on Elm Street Part 7: Freddy's Finale, A ",1994,111686.0,11596.0
367,The Mask,,1994,110475.0,854.0
368,Maverick,,1994,110478.0,9359.0
369,Mrs. Parker and the Vicious Circle,,1994,110588.0,23333.0
370,Naked Gun 33 1/3: The Final Insult,,1994,110622.0,36593.0
371,The Paper,,1994,110771.0,12280.0
372,Reality Bites,,1994,110950.0,2788.0
373,Red Rock West,,1992,105226.0,10427.0
374,Richie Rich,,1994,110989.0,11011.0
376,The River Wild,,1994,110997.0,8987.0
377,Speed,,1994,111257.0,1637.0
378,Speechless,,1994,111256.0,15128.0
379,Timecop,,1994,111438.0,8831.0
380,True Lies,,1994,111503.0,36955.0
381,When a Man Loves a Woman,,1994,111693.0,10449.0
382,Wolf,,1994,111742.0,10395.0
383,Wyatt Earp,,1994,111756.0,12160.0
384,Bad Company,,1995,112443.0,40480.0
385,A Man of No Importance,,1994,110455.0,52038.0
386,S.F.W.,,1994,111048.0,29444.0
387,A Low Down Dirty Shame,,1994,110399.0,26352.0
388,Boys Life,,1995,112570.0,39953.0
389,Le Colonel Chabert,,1994,109454.0,41580.0
390,Faster Pussycat! Kill! Kill!,,1965,59170.0,315.0
391,Jason's Lyric,,1994,110186.0,22067.0
393,Street Fighter,,1994,111301.0,11667.0
405,Highlander III: The Sorcerer,a.k.a. Highlander: The Final Dimension ,1994,110027.0,8011.0
406,Federal Hill,,1994,109785.0,171857.0
407,In the Mouth of Madness,,1995,113409.0,2654.0
408,8 Seconds,,1994,109021.0,18069.0
409,Above the Rim,,1994,109035.0,19092.0
410,Addams Family Values,,1993,106220.0,2758.0
412,The Age of Innocence,,1993,106226.0,10436.0
413,Airheads,,1994,109068.0,13595.0
414,The Air Up There,,1994,109067.0,46094.0
415,Another Stakeout,,1993,106292.0,9409.0
416,Bad Girls,,1994,109198.0,11853.0
417,Barcelona,,1994,109219.0,16771.0
418,Being Human,,1993,106379.0,46924.0
419,The Beverly Hillbillies,,1993,106400.0,11041.0
420,Beverly Hills Cop III,,1994,109254.0,306.0
421,Black Beauty,,1994,109279.0,14522.0
422,Blink,,1994,109297.0,26203.0
423,Blown Away,,1994,109303.0,178.0
424,Blue Chips,,1994,109305.0,19819.0
425,Blue Sky,,1994,109306.0,57834.0
426,Body Snatchers,,1993,106452.0,4722.0
427,Boxing Helena,,1993,106471.0,18215.0
428,A Bronx Tale,,1993,106489.0,1607.0
429,Cabin Boy,,1994,109361.0,26391.0
430,Calendar Girl,,1993,106505.0,117553.0
431,Carlito's Way,,1993,106519.0,6075.0
432,City Slickers II: The Legend of Curly's Gold,,1994,109439.0,11310.0
433,Clean Slate,,1994,109443.0,18658.0
434,Cliffhanger,,1993,106582.0,9350.0
435,Coneheads,,1993,106598.0,9612.0
436,Color of Night,,1994,109456.0,2124.0
437,Cops and Robbersons,,1994,109480.0,26261.0
438,The Cowboy Way,,1994,109493.0,19176.0
440,Dave,,1993,106673.0,11566.0
441,Dazed and Confused,,1993,106677.0,9571.0
442,Demolition Man,,1993,106697.0,9739.0
444,Even Cowgirls Get the Blues,,1993,106834.0,34444.0
445,Fatal Instinct,,1993,106873.0,26141.0
446,Farewell My Concubine,Ba wang bie ji ,1993,106332.0,10997.0
448,Fearless,,1993,106881.0,10443.0
449,Fear of a Black Hat,,1994,106880.0,20239.0
450,With Honors,,1994,111732.0,16297.0
451,Flesh and Bone,,1993,106926.0,18551.0
452,Widows' Peak,,1994,111712.0,25440.0
453,For Love or Money,,1993,106941.0,9024.0
454,The Firm,,1993,106918.0,37233.0
455,Free Willy,,1993,106965.0,1634.0
456,Fresh,,1994,109842.0,13815.0
457,The Fugitive,,1993,106977.0,5503.0
458,Geronimo: An American Legend,,1993,107004.0,35588.0
459,The Getaway,,1994,109890.0,2087.0
460,Getting Even with Dad,,1994,109891.0,41579.0
461,Go Fish,,1994,109913.0,18620.0
464,Hard Target,,1993,107076.0,2019.0
466,Hot Shots! Part Deux,,1993,107144.0,9255.0
467,Live Nude Girls,,1995,113674.0,26271.0
468,The Englishman Who Went Up a Hill But Came Down a Mountain,,1995,112966.0,10612.0
469,The House of the Spirits,,1993,107151.0,2259.0
470,House Party 3,,1994,110064.0,16097.0
471,The Hudsucker Proxy,,1994,110074.0,11934.0
472,I'll Do Anything,,1994,110097.0,106143.0
473,In the Army Now,,1994,110123.0,12475.0
474,In the Line of Fire,,1993,107206.0,9386.0
475,In the Name of the Father,,1993,107207.0,7984.0
476,The Inkwell,,1994,110137.0,59930.0
477,What's Love Got to Do with It?,,1993,108551.0,15765.0
478,Jimmy Hollywood,,1994,110197.0,31643.0
479,Judgment Night,,1993,107286.0,6.0
480,Jurassic Park,,1993,107290.0,329.0
481,Kalifornia,,1993,107302.0,10909.0
482,Killing Zoe,,1994,110265.0,507.0
484,Lassie,,1994,110305.0,29918.0
485,Last Action Hero,,1993,107362.0,9593.0
486,Life with Mikey,,1993,107413.0,42580.0
487,Lightning Jack,,1994,110353.0,22317.0
488,M. Butterfly,,1993,107468.0,1413.0
489,Made in America,,1993,107478.0,12121.0
490,Malice,,1993,107497.0,2246.0
491,The Man Without a Face,,1993,107501.0,10502.0
492,Manhattan Murder Mystery,,1993,107507.0,10440.0
493,Menace II Society,,1993,107554.0,9516.0
494,Executive Decision,,1996,116253.0,2320.0
495,In the Realm of the Senses,Ai no corrida ,1976,74102.0,5879.0
496,What Happened Was...,,1994,111689.0,83718.0
497,Much Ado About Nothing,,1993,107616.0,11971.0
499,Mr. Wonderful,,1993,107613.0,31911.0
500,Mrs. Doubtfire,,1993,107614.0,788.0
501,Naked,,1993,107653.0,21450.0
502,The Next Karate Kid,,1994,110657.0,11231.0
504,No Escape,,1994,110678.0,10447.0
505,North,,1994,110687.0,31586.0
506,Orlando,,1992,107756.0,9300.0
507,A Perfect World,,1993,107808.0,9559.0
508,Philadelphia,,1993,107818.0,9800.0
509,The Piano,,1993,107822.0,713.0
510,Poetic Justice,,1993,107840.0,8291.0
511,The Program,,1993,107889.0,18133.0
512,The Puppet Masters,,1994,111003.0,25557.0
513,Radioland Murders,,1994,110939.0,22588.0
514,The Ref,,1994,110955.0,10872.0
515,The Remains of the Day,,1993,107943.0,1245.0
516,Renaissance Man,,1994,110971.0,11858.0
517,Rising Sun,,1993,107969.0,7007.0
518,The Road to Wellville,,1994,111001.0,10467.0
519,RoboCop 3,,1993,107978.0,5550.0
520,Robin Hood: Men in Tights,,1993,107977.0,8005.0
521,Romeo Is Bleeding,,1993,107983.0,2088.0
522,Romper Stomper,,1992,105275.0,10412.0
523,Ruby in Paradise,,1993,108000.0,47889.0
524,Rudy,,1993,108002.0,14534.0
526,Savage Nights,"Nuits fauves, Les ",1992,105032.0,41878.0
527,Schindler's List,,1993,108052.0,424.0
528,The Scout,,1994,111094.0,35233.0
529,Searching for Bobby Fischer,,1993,108065.0,14291.0
531,The Secret Garden,,1993,108071.0,11236.0
532,Serial Mom,,1994,111127.0,11592.0
533,The Shadow,,1994,111143.0,8850.0
534,Shadowlands,,1993,108101.0,10445.0
535,Short Cuts,,1993,108122.0,695.0
536,A Simple Twist of Fate,,1994,111194.0,43535.0
537,Sirens,,1994,111201.0,12519.0
538,Six Degrees of Separation,,1993,108149.0,23210.0
539,Sleepless in Seattle,,1993,108160.0,858.0
540,Sliver,,1993,108162.0,867.0
541,Blade Runner,,1982,83658.0,78.0
542,Son in Law,,1993,108186.0,13203.0
543,So I Married an Axe Murderer,,1993,108174.0,10442.0
544,Striking Distance,,1993,108238.0,11074.0
546,Super Mario Bros.,,1993,108255.0,9607.0
547,Surviving the Game,,1994,111323.0,17585.0
548,Terminal Velocity,,1994,111400.0,9057.0
549,Thirty-Two Short Films About Glenn Gould,,1993,108328.0,20967.0
550,Threesome,,1994,111418.0,10635.0
551,The Nightmare Before Christmas,,1993,107688.0,9479.0
552,The Three Musketeers,,1993,108333.0,10057.0
553,Tombstone,,1993,108358.0,11969.0
555,True Romance,,1993,108399.0,319.0
556,The War Room,,1993,108515.0,26408.0
558,The Pagemaster,,1994,110763.0,15139.0
562,Welcome to the Dollhouse,,1995,114906.0,11446.0
563,Germinal,,1993,107002.0,51980.0
564,Chasers,,1994,109403.0,24405.0
567,Kika,,1993,107315.0,8223.0
568,Bhaji on the Beach,,1993,106408.0,14587.0
569,Little Big League,,1994,110363.0,31504.0
573,Professore! Ciao,Io speriamo che me la cavo ,1992,107225.0,23637.0
574,Spanking the Monkey,,1994,111252.0,17600.0
575,The Little Rascals,,1994,110366.0,10897.0
577,Andre,,1994,109120.0,21352.0
579,The Escort,"Scorta, La ",1993,108059.0,68806.0
580,Princess Caraboo,,1994,110892.0,37345.0
581,The Celluloid Closet,,1995,112651.0,32562.0
583,Dear Diary,Caro Diario ,1994,109382.0,25403.0
585,The Brady Bunch Movie,,1995,112572.0,9066.0
586,Home Alone,,1990,99785.0,771.0
587,Ghost,,1990,99653.0,251.0
588,Aladdin,,1992,103639.0,812.0
589,Terminator 2: Judgment Day,,1991,103064.0,280.0
590,Dances with Wolves,,1990,99348.0,581.0
592,Batman,,1989,96895.0,268.0
593,The Silence of the Lambs,,1991,102926.0,274.0
594,Snow White and the Seven Dwarfs,,1937,29583.0,408.0
595,Beauty and the Beast,,1991,101414.0,10020.0
596,Pinocchio,,1940,32910.0,10895.0
597,Pretty Woman,,1990,100405.0,114.0
599,The Wild Bunch,,1969,65214.0,576.0
600,Love and a .45,,1994,110395.0,15477.0
602,A Great Day in Harlem,,1994,109934.0,124472.0
605,One Fine Day,,1996,117247.0,7300.0
606,Candyman: Farewell to the Flesh,,1995,112625.0,10824.0
608,Fargo,,1996,116282.0,275.0
609,Homeward Bound II: Lost in San Francisco,,1996,116552.0,25059.0
610,Heavy Metal,,1981,82509.0,11827.0
611,Hellraiser: Bloodline,,1996,116514.0,8766.0
612,The Pallbearer,,1996,117283.0,23570.0
613,Jane Eyre,,1996,116684.0,47333.0
615,Bread and Chocolate,Pane e cioccolata ,1973,70506.0,51242.0
616,The Aristocats,,1970,65421.0,10112.0
617,The Flower of My Secret,La flor de mi secreto ,1995,113083.0,4307.0
618,Two Much,,1995,118001.0,46029.0
619,Ed,,1996,116165.0,32308.0
626,A Thin Line Between Love and Hate,,1996,117891.0,28121.0
627,The Last Supper,,1995,113613.0,12520.0
628,Primal Fear,,1996,117381.0,1592.0
631,All Dogs Go to Heaven 2,,1996,115509.0,19042.0
632,Land and Freedom,Tierra y libertad ,1995,114671.0,38884.0
633,Denise Calls Up,,1995,112844.0,47449.0
634,Theodore Rex,,1995,114658.0,36259.0
635,A Family Thing,,1996,116275.0,41852.0
636,Frisk,,1995,113122.0,40926.0
637,Sgt. Bilko,,1996,117608.0,9099.0
638,Jack and Sarah,,1995,113448.0,2021.0
639,Girl 6,,1996,116414.0,61752.0
640,Diabolique,,1996,116095.0,10988.0
645,Nelly & Monsieur Arnaud,,1995,113947.0,12652.0
647,Courage Under Fire,,1996,115956.0,10684.0
648,Mission: Impossible,,1996,117060.0,954.0
649,Cold Fever,Á köldum klaka ,1995,109028.0,68445.0
650,Moll Flanders,,1996,117071.0,18989.0
653,Dragonheart,,1996,116136.0,8840.0
656,Eddie,,1996,116168.0,11107.0
661,James and the Giant Peach,,1996,116683.0,10539.0
