movieId,genresId
1554,6
1554,5
1556,7
1556,5
1556,9
1562,7
1562,0
1562,4
1562,9
1564,3
1564,6
1564,5
1565,3
1565,9
1566,0
1566,1
1566,2
1566,3
1566,14
1569,3
1569,5
1571,3
1571,5
1572,6
1573,7
1573,8
1573,6
1573,9
1574,5
1580,7
1580,3
1580,12
1581,3
1582,0
1582,2
1583,2
1583,4
1584,6
1584,12
1585,3
1586,7
1586,6
1587,7
1587,0
1587,4
1588,2
1588,3
1589,7
1589,8
1589,6
1589,9
1590,10
1590,12
1590,9
1591,7
1591,0
1591,12
1591,9
1592,2
1592,3
1593,3
1593,5
1594,3
1594,6
1596,6
1597,6
1597,11
1597,5
1597,9
1598,8
1598,6
1598,9
1599,7
1600,6
1600,5
1601,8
1601,6
1601,18
1602,3
1603,10
1603,12
1603,9
1604,7
1604,3
1605,0
1605,5
1606,7
1606,0
1608,7
1608,9
1609,6
1609,9
1610,7
1610,0
1610,9
1611,6
1611,5
1612,3
1613,6
1614,3
1615,0
1615,6
1616,7
1616,9
1616,13
1617,8
1617,18
1617,11
1617,9
1619,0
1619,6
1619,13
1620,8
1620,6
1620,11
1620,9
1621,6
1623,10
1624,6
1625,6
1625,11
1625,9
1626,7
1626,6
1626,9
1627,8
1627,6
1627,11
1629,3
1629,5
1631,7
1631,9
1633,6
1635,6
1639,3
1639,6
1639,5
1641,3
1641,6
1642,3
1642,6
1643,6
1643,5
1644,10
1644,11
1644,9
1645,6
1645,11
1645,9
1646,2
1646,3
1646,5
1646,12
1647,8
1647,6
1647,9
1648,3
1648,6
1649,15
1650,6
1652,15
1653,6
1653,12
1653,9
1654,2
1654,6
1654,4
1655,6
1655,10
1655,9
1656,6
1656,5
1658,5
1658,9
1659,6
1660,6
1661,8
1661,11
1661,9
1662,8
1663,3
1663,13
1665,3
1667,7
1667,6
1670,6
1670,13
1671,8
1671,6
1671,9
1672,6
1673,6
1674,6
1674,5
1674,9
1675,8
1675,9
1676,7
1676,12
1677,3
1677,6
1678,6
1678,5
1679,3
1680,6
1680,5
1681,7
1681,0
1681,4
1682,3
1682,6
1682,12
1683,6
1683,5
1684,6
1684,5
1685,6
1685,5
1686,8
1686,9
1687,7
1687,9
1688,0
1688,1
1688,2
1688,6
1688,14
1689,3
1689,8
1689,9
1690,7
1690,10
1690,12
1693,6
1693,11
1694,6
1695,6
1696,6
1696,13
1699,3
1699,6
1701,3
1701,6
1702,2
1702,3
1702,4
1703,3
1704,6
1704,5
1707,2
1707,3
1711,8
1711,6
1711,11
1713,2
1713,3
1717,3
1717,10
1717,11
1717,9
1718,9
1719,6
1721,6
1721,5
1722,7
1722,0
1722,9
1726,7
1726,0
1726,6
1726,12
1727,6
1727,5
1729,8
1729,6
1729,9
1730,6
1731,3
1732,3
1732,8
1733,6
1733,5
1734,3
1734,6
1735,6
1735,5
1739,7
1739,2
1739,3
1746,3
1747,3
1748,0
1748,18
1748,12
1748,9
1752,7
1752,8
1752,9
1753,3
1754,8
1754,6
1754,4
1754,9
1755,3
1755,5
1757,6
1757,5
1759,6
1760,3
1762,7
1762,10
1762,12
1767,6
1767,5
1769,7
1769,8
1769,9
1770,8
1770,5
1770,9
1771,10
1772,7
1772,3
1772,14
1777,3
1777,5
1779,12
1779,9
1783,8
1783,6
1783,11
1783,5
1783,9
1784,3
1784,6
1784,5
1785,8
1785,9
1791,8
1791,6
1791,9
1792,7
1792,8
1792,9
1793,3
1794,3
1794,6
1797,15
1797,16
1798,9
1799,3
1799,8
1799,6
1799,11
1799,9
1801,7
1801,0
1801,6
1804,8
1804,6
1805,8
1805,6
1805,11
1805,9
1806,0
1806,2
1806,3
1807,6
1809,8
1809,6
1810,3
1810,6
1812,2
1812,3
1812,6
1816,3
1816,6
1821,3
1821,5
1824,3
1824,9
1825,3
1825,6
1826,0
1826,2
1827,3
1827,15
1829,6
1829,5
1831,7
1831,0
1831,12
1833,7
1833,6
1833,9
1834,8
1834,6
1834,11
1834,9
1835,6
1835,4
1835,5
1836,3
1836,6
1837,3
1839,3
1840,6
1841,6
1841,9
1844,6
1844,5
1845,3
1845,11
1845,9
1848,0
1848,2
1848,3
1848,4
1855,3
1856,15
1857,3
1858,7
1858,3
1859,6
1860,6
1862,10
1862,12
1863,3
1866,7
1866,3
1866,8
1867,7
1867,0
1870,3
1870,6
1873,8
1873,6
1873,5
1873,13
1875,3
1876,6
1876,12
1876,9
1881,0
1881,1
1881,2
1881,4
1881,14
1882,7
1882,12
1882,9
1883,3
1883,6
1883,5
1884,0
1884,3
1884,6
1885,3
1885,6
1885,5
1887,0
1887,3
1887,17
1888,3
1888,6
1888,5
1889,6
1889,11
1889,9
1891,10
1891,9
1892,9
1893,6
1894,0
1894,3
1894,5
1895,3
1895,6
1895,5
1897,6
1897,5
1900,3
1900,6
1902,6
1902,5
1904,3
1904,6
1906,3
1906,5
1907,0
1907,1
1907,2
1907,3
1907,6
1907,14
1907,5
1909,7
1909,8
1909,11
1909,12
1909,9
1910,3
1910,8
1910,6
1911,3
1912,3
1912,8
1912,6
1912,5
1912,9
1913,6
1913,11
1914,3
1914,6
1916,6
1916,5
1917,7
1917,5
1917,12
1917,9
1918,7
1918,3
1918,8
1918,9
1919,2
1919,3
1920,1
1920,2
1920,4
1920,13
1921,6
1921,12
1921,9
1922,6
1923,3
1923,5
1924,10
1924,12
1926,14
1927,7
1927,6
